trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.25, 'e': 0.995}",20,9,-36.368445163284214,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
2,False,"{'a': 0.25, 'e': 0.99}",35,0,-187.11421007152646,"{0: 18, 1: 6, 2: 8, 3: 1, 4: 2}",0
3,False,"{'a': 0.25, 'e': 0.985}",20,5,-126.86983104666368,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 3}",1
4,False,"{'a': 0.25, 'e': 0.98}",20,13,-1.7699371974304272,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
5,False,"{'a': 0.25, 'e': 0.975}",25,0,-139.29972075522437,"{0: 12, 1: 2, 2: 10, 3: 0, 4: 1}",0
6,False,"{'a': 0.25, 'e': 0.97}",25,0,-175.9500119577562,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
7,False,"{'a': 0.25, 'e': 0.965}",20,0,-141.87892702884298,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
8,False,"{'a': 0.25, 'e': 0.96}",35,0,-166.44439039080532,"{0: 19, 1: 5, 2: 8, 3: 2, 4: 1}",0
9,False,"{'a': 0.25, 'e': 0.955}",25,0,-131.70774154099595,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
10,False,"{'a': 0.25, 'e': 0.95}",20,0,-94.35723003071008,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
11,False,"{'a': 0.25, 'e': 0.945}",25,0,-87.25203516180827,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
12,False,"{'a': 0.25, 'e': 0.94}",20,0,-97.31365856495964,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
13,False,"{'a': 0.25, 'e': 0.9349999999999999}",30,0,-143.77359194799652,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 2}",0
14,False,"{'a': 0.25, 'e': 0.9299999999999999}",20,0,-102.06865424646973,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
15,False,"{'a': 0.25, 'e': 0.9249999999999999}",20,6,-67.2902361589967,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
16,False,"{'a': 0.25, 'e': 0.9199999999999999}",25,0,-200.57387544064107,"{0: 13, 1: 1, 2: 7, 3: 1, 4: 3}",0
17,False,"{'a': 0.25, 'e': 0.9149999999999999}",30,0,-174.0760547809403,"{0: 14, 1: 7, 2: 7, 3: 0, 4: 2}",0
18,False,"{'a': 0.25, 'e': 0.9099999999999999}",30,0,-63.36775024454816,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 0}",0
19,False,"{'a': 0.25, 'e': 0.9049999999999999}",20,14,-33.016950961367925,"{0: 4, 1: 0, 2: 0, 3: 2, 4: 0}",1
20,False,"{'a': 0.25, 'e': 0.8999999999999999}",20,0,-115.45927869929076,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
21,False,"{'a': 0.25, 'e': 0.8949999999999999}",20,0,-132.84406891896367,"{0: 12, 1: 4, 2: 1, 3: 0, 4: 3}",0
22,False,"{'a': 0.25, 'e': 0.8899999999999999}",20,0,-120.74210936393452,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
23,False,"{'a': 0.25, 'e': 0.8849999999999999}",35,0,-106.85788705145333,"{0: 26, 1: 3, 2: 4, 3: 0, 4: 2}",0
24,False,"{'a': 0.25, 'e': 0.8799999999999999}",25,7,-71.05511070199813,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 1}",1
25,False,"{'a': 0.25, 'e': 0.8749999999999999}",30,12,-29.744985593037608,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 0}",1
26,False,"{'a': 0.25, 'e': 0.8699999999999999}",25,0,-201.37969088898313,"{0: 13, 1: 2, 2: 5, 3: 2, 4: 3}",0
27,False,"{'a': 0.25, 'e': 0.8649999999999999}",25,11,-35.39095517834456,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
28,False,"{'a': 0.25, 'e': 0.8599999999999999}",25,0,-17.81346181152648,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
29,False,"{'a': 0.25, 'e': 0.8549999999999999}",20,0,-72.75762854567448,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
30,False,"{'a': 0.25, 'e': 0.8499999999999999}",25,0,-128.07018422841443,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 3}",0
31,False,"{'a': 0.25, 'e': 0.8449999999999999}",35,0,-265.7866167663791,"{0: 19, 1: 6, 2: 5, 3: 0, 4: 5}",0
32,False,"{'a': 0.25, 'e': 0.8399999999999999}",25,0,-79.94699996187498,"{0: 18, 1: 0, 2: 4, 3: 3, 4: 0}",0
33,False,"{'a': 0.25, 'e': 0.8349999999999999}",25,0,-61.81926824195181,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
34,False,"{'a': 0.25, 'e': 0.8299999999999998}",30,0,-266.5490995601256,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 5}",0
35,False,"{'a': 0.25, 'e': 0.8249999999999998}",25,0,-157.1904848404583,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
36,False,"{'a': 0.25, 'e': 0.8199999999999998}",25,0,-110.07996737207773,"{0: 14, 1: 3, 2: 5, 3: 3, 4: 0}",0
37,False,"{'a': 0.25, 'e': 0.8149999999999998}",25,0,-124.02544382068395,"{0: 11, 1: 4, 2: 8, 3: 2, 4: 0}",0
38,False,"{'a': 0.25, 'e': 0.8099999999999998}",20,0,-62.1982255028702,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
39,False,"{'a': 0.25, 'e': 0.8049999999999998}",20,2,-16.727001004971843,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 0}",1
40,False,"{'a': 0.25, 'e': 0.7999999999999998}",20,0,-81.79625073380224,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
41,False,"{'a': 0.25, 'e': 0.7949999999999998}",20,0,-136.70465553207765,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
42,False,"{'a': 0.25, 'e': 0.7899999999999998}",25,11,7.256449966132277,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
43,False,"{'a': 0.25, 'e': 0.7849999999999998}",20,0,-51.79985881609339,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
44,False,"{'a': 0.25, 'e': 0.7799999999999998}",20,0,-113.91995890643882,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
45,False,"{'a': 0.25, 'e': 0.7749999999999998}",25,9,5.675100883619443,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
46,False,"{'a': 0.25, 'e': 0.7699999999999998}",20,0,-74.22258291142525,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
47,False,"{'a': 0.25, 'e': 0.7649999999999998}",20,13,9.965922052644824,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,False,"{'a': 0.25, 'e': 0.7599999999999998}",30,14,-38.8227443617342,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 1}",1
49,False,"{'a': 0.25, 'e': 0.7549999999999998}",20,9,-106.76712684230152,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 2}",1
50,False,"{'a': 0.25, 'e': 0.7499999999999998}",30,15,-31.756540298088364,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
51,False,"{'a': 0.25, 'e': 0.7449999999999998}",20,0,-123.54213497613786,"{0: 11, 1: 2, 2: 3, 3: 3, 4: 1}",0
52,False,"{'a': 0.25, 'e': 0.7399999999999998}",35,1,-95.27204453615357,"{0: 23, 1: 3, 2: 7, 3: 0, 4: 1}",1
53,False,"{'a': 0.25, 'e': 0.7349999999999998}",25,8,-57.22673785151652,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
54,False,"{'a': 0.25, 'e': 0.7299999999999998}",20,0,-85.0650487817181,"{0: 14, 1: 4, 2: 0, 3: 0, 4: 2}",0
55,False,"{'a': 0.25, 'e': 0.7249999999999998}",30,0,-145.99374972900142,"{0: 21, 1: 1, 2: 5, 3: 0, 4: 3}",0
56,False,"{'a': 0.25, 'e': 0.7199999999999998}",25,0,-195.76060251224678,"{0: 14, 1: 2, 2: 4, 3: 2, 4: 3}",0
57,False,"{'a': 0.25, 'e': 0.7149999999999997}",20,0,-24.457710492999592,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
58,False,"{'a': 0.25, 'e': 0.7099999999999997}",25,5,-120.33158405606898,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",1
59,False,"{'a': 0.25, 'e': 0.7049999999999997}",20,0,-68.1108849375097,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
60,False,"{'a': 0.25, 'e': 0.6999999999999997}",20,0,-118.19282237194633,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",1
61,False,"{'a': 0.25, 'e': 0.6949999999999997}",20,3,-31.772786334085062,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
62,False,"{'a': 0.25, 'e': 0.6899999999999997}",25,0,-62.537094050012676,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
63,False,"{'a': 0.25, 'e': 0.6849999999999997}",25,0,-90.7246485040873,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
64,False,"{'a': 0.25, 'e': 0.6799999999999997}",25,0,-85.28112732972616,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
65,False,"{'a': 0.25, 'e': 0.6749999999999997}",20,0,-61.457858028915055,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
66,False,"{'a': 0.25, 'e': 0.6699999999999997}",30,0,-152.92742601608543,"{0: 18, 1: 4, 2: 4, 3: 2, 4: 2}",0
67,False,"{'a': 0.25, 'e': 0.6649999999999997}",20,0,-116.80769578498503,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
68,False,"{'a': 0.25, 'e': 0.6599999999999997}",25,7,-112.48401376142775,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 2}",1
69,False,"{'a': 0.25, 'e': 0.6549999999999997}",20,10,0.564260411916756,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
70,False,"{'a': 0.25, 'e': 0.6499999999999997}",30,0,-96.85832663529456,"{0: 22, 1: 1, 2: 2, 3: 5, 4: 0}",0
71,False,"{'a': 0.25, 'e': 0.6449999999999997}",20,6,-49.17219817032745,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 0}",1
72,False,"{'a': 0.25, 'e': 0.6399999999999997}",25,0,-121.78467035719046,"{0: 16, 1: 1, 2: 4, 3: 3, 4: 1}",0
73,False,"{'a': 0.25, 'e': 0.6349999999999997}",25,19,-12.152190588754047,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
74,False,"{'a': 0.25, 'e': 0.6299999999999997}",30,3,-130.70422964704653,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 2}",1
75,False,"{'a': 0.25, 'e': 0.6249999999999997}",20,2,-39.73672354665419,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
76,False,"{'a': 0.25, 'e': 0.6199999999999997}",25,14,-18.00574574816542,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
77,False,"{'a': 0.25, 'e': 0.6149999999999997}",30,10,-17.21487075746172,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",1
78,False,"{'a': 0.25, 'e': 0.6099999999999997}",35,9,-112.60588525813696,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 2}",1
79,False,"{'a': 0.25, 'e': 0.6049999999999996}",20,2,-59.54439994532327,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
80,False,"{'a': 0.25, 'e': 0.5999999999999996}",25,2,3.1941985436568423,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
81,False,"{'a': 0.25, 'e': 0.5949999999999996}",20,0,-53.7212163104285,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
82,False,"{'a': 0.25, 'e': 0.5899999999999996}",25,2,-30.353915214787154,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 0}",1
83,False,"{'a': 0.25, 'e': 0.5849999999999996}",20,0,-1.310710486081497,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
84,False,"{'a': 0.25, 'e': 0.5799999999999996}",25,0,-171.6555641309957,"{0: 17, 1: 0, 2: 3, 3: 2, 4: 3}",0
85,False,"{'a': 0.25, 'e': 0.5749999999999996}",30,17,-45.07453813462588,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 1}",1
86,False,"{'a': 0.25, 'e': 0.5699999999999996}",25,0,-171.9584644855179,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 4}",0
87,False,"{'a': 0.25, 'e': 0.5649999999999996}",30,8,-78.55204025284549,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 1}",1
88,False,"{'a': 0.25, 'e': 0.5599999999999996}",25,4,-38.58001070406678,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 1}",1
89,False,"{'a': 0.25, 'e': 0.5549999999999996}",20,11,2.8198280624954033,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.25, 'e': 0.5499999999999996}",25,10,-2.4039422373509565,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.25, 'e': 0.5449999999999996}",20,0,-3.9364503480075843,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
92,False,"{'a': 0.25, 'e': 0.5399999999999996}",20,8,-45.5560903621494,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
93,False,"{'a': 0.25, 'e': 0.5349999999999996}",20,8,16.133476676806417,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.25, 'e': 0.5299999999999996}",20,0,-43.92960143172767,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
95,False,"{'a': 0.25, 'e': 0.5249999999999996}",25,13,1.3293248901765236,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
96,False,"{'a': 0.25, 'e': 0.5199999999999996}",20,0,12.789909506321305,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
